"id";"atcocode";"common_name";"locality_name";"locality_qualifier";"created_at";"updated_at";"name";"lattitude";"longitude";"transport_type";"osm_id";"sms_code";"indicator";"bearing";"locality";"parent_locality";"status"
125136;"9300EAS";"Easdale Island Ferry Landing";"Easdale";"";"2016-02-09 15:27:17";"2016-02-09 15:27:17";"Easdale Island Ferry Landing";5629301;-565455;"FER";;"";"";"";"Easdale";"";"act"
150972;"9300EDY";"Eday Orkney Ferry Terminal";"Eday";"";"2016-02-09 15:27:54";"2016-02-09 15:27:54";"Eday Orkney Ferry Terminal";5915553;-274738;"FER";;"";"";"";"Eday";"";"act"
150965;"9300EGI";"Egilsay Orkney Ferry Terminal";"Egilsay";"";"2016-02-09 15:27:54";"2016-02-09 15:27:54";"Egilsay Orkney Ferry Terminal";5915579;-294272;"FER";;"";"";"";"Egilsay";"";"act"
136577;"9300ERI";"Eriskay Ferry Terminal";"Eriskay";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Eriskay Ferry Terminal";5707093;-730825;"FER";;"";"";"";"Eriskay";"";"act"
125138;"9300FEO";"Feolin Jura Ferry Terminal";"Jura";"";"2016-02-09 15:27:17";"2016-02-09 15:27:17";"Feolin Jura Ferry Terminal";5584698;-609064;"FER";;"";"";"";"Jura";"";"act"
136558;"9300FIB";"Fishnish Ferry Terminal";"Fishnish";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Fishnish Ferry Terminal";5651474;-581034;"FER";;"";"";"";"Fishnish";"";"act"
158626;"9300FIE";"Fair Isle Shetland Ferry Terminal";"Fair Isle";"";"2016-02-09 15:27:55";"2016-02-09 15:27:55";"Fair Isle Shetland Ferry Terminal";5953786;-160350;"FER";;"";"";"";"Fair Isle";"";"act"
136561;"9300FIO";"Fionnphort Mull Ferry Terminal";"Fionnphort";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Fionnphort Mull Ferry Terminal";5632561;-636940;"FER";;"";"";"";"Fionnphort";"";"act"
150961;"9300FLH";"Flotta Orkney Ferry Terminal";"Flotta";"";"2016-02-09 15:27:54";"2016-02-09 15:27:54";"Flotta Orkney Ferry Terminal";5883809;-312825;"FER";;"";"";"";"Flotta";"";"act"
158628;"9300FOA";"Foula Shetland Ferry Terminal";"Foula";"";"2016-02-09 15:27:55";"2016-02-09 15:27:55";"Foula Shetland Ferry Terminal";6013364;-204823;"FER";;"";"";"";"Foula";"";"act"
144754;"9300FWL";"Fort William Ferry Landing";"Fort William";"";"2016-02-09 15:27:52";"2016-02-09 15:27:52";"Fort William Ferry Landing";5681693;-511492;"FER";;"";"";"";"Fort William";"";"act"
150958;"9300GAE";"Graemsay Orkney Ferry Terminal";"Graemsay";"";"2016-02-09 15:27:54";"2016-02-09 15:27:54";"Graemsay Orkney Ferry Terminal";5893119;-326726;"FER";;"";"";"";"Graemsay";"";"act"
136571;"9300GAL";"Eigg Ferry Terminal";"Eigg";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Eigg Ferry Terminal";5687722;-612996;"FER";;"";"";"";"Eigg";"";"act"
138218;"9300GCH";"Greenock Custom House Quay Ferry Terminal";"Greenock";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Greenock Custom House Quay Ferry Terminal";5594861;-475073;"FER";;"";"";"";"Greenock";"";"act"
147622;"9300GIL";"Gills Bay Ferry Terminal";"Gills";"";"2016-02-09 15:27:53";"2016-02-09 15:27:53";"Gills Bay Ferry Terminal";5863920;-316166;"FER";;"";"";"";"Gills";"";"act"
138227;"9300GLC";"Gairloch Ferry Landing";"Gairloch";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Gairloch Ferry Landing";5771081;-568485;"FER";;"";"";"";"Gairloch";"";"act"
70582;"9300GLR";"Ferry Pier";"Glenridding";"";"2016-02-09 15:27:06";"2016-02-09 15:27:06";"Ferry Pier";5454385;-294390;"FER";;"";"";"";"Glenridding";"";"act"
138217;"9300GNQ";"Glasgow Science Centre North Quay";"Cessnock";"Glasgow";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Glasgow Science Centre North Quay";5585858;-429470;"FER";;"";"";"";"Cessnock";"Glasgow";"act"
136542;"9300GUR";"Gourock Ferry Terminal";"Gourock";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Gourock Ferry Terminal";5596069;-481471;"FER";;"";"";"";"Gourock";"";"act"
158615;"9300GUT";"Gutcher Shetland Ferry Terminal";"Gutcher";"Yell";"2016-02-09 15:27:55";"2016-02-09 15:27:55";"Gutcher Shetland Ferry Terminal";6067291;-99643;"FER";;"";"";"";"Gutcher";"Yell";"act"
138220;"9300HEL";"Helensburgh Ferry Terminal";"Helensburgh";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Helensburgh Ferry Terminal";5600179;-473628;"FER";;"";"";"";"Helensburgh";"";"act"
150963;"9300HTN";"Houton Orkney Ferry Terminal";"Houton";"Orphir";"2016-02-09 15:27:54";"2016-02-09 15:27:54";"Houton Orkney Ferry Terminal";5891720;-318388;"FER";;"";"";"";"Houton";"Orphir";"act"
126438;"9300HUN";"Dunoon Hunters Quay Ferry Terminal";"Hunter's Quay";"";"2016-02-09 15:27:18";"2016-02-09 15:27:18";"Dunoon Hunters Quay Ferry Terminal";5597059;-490926;"FER";;"";"";"";"Hunter's Quay";"";"act"
136560;"9300IOA";"Iona Ferry Terminal";"Iona";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Iona Ferry Terminal";5633022;-639226;"FER";;"";"";"";"Iona";"";"act"
138224;"9300IVE";"Inverie Ferry Landing";"Inverie";"Knoydart";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Inverie Ferry Landing";5703658;-568304;"FER";;"";"";"";"Inverie";"Knoydart";"act"
144761;"9300JOG";"John O' Groats Ferry Terminal";"John o' Groats";"";"2016-02-09 15:27:52";"2016-02-09 15:27:52";"John O' Groats Ferry Terminal";5864417;-307018;"FER";;"";"";"";"John o' Groats";"";"act"
136553;"9300KEN";"Kennacraig Ferry Terminal";"Kennacraig";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Kennacraig Ferry Terminal";5580671;-548342;"FER";;"";"";"";"Kennacraig";"";"act"
125141;"9300KER";"Kerrera Ferry Landing";"Kerrera";"";"2016-02-09 15:27:17";"2016-02-09 15:27:17";"Kerrera Ferry Landing";5640001;-551879;"FER";;"";"";"";"Kerrera";"";"act"
136661;"9300KGN";"Kilcreggan Ferry Terminal";"Kilcreggan";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Kilcreggan Ferry Terminal";5598470;-482045;"FER";;"";"";"";"Kilcreggan";"";"act"
136562;"9300KLB";"Kilchoan Ferry Terminal";"Kilchoan";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Kilchoan Ferry Terminal";5668857;-609398;"FER";;"";"";"";"Kilchoan";"";"act"
136573;"9300KLH";"Rum Ferry Terminal";"Kinloch";"Rum";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Rum Ferry Terminal";5701086;-626499;"FER";;"";"";"";"Kinloch";"Rum";"act"
138225;"9300KOL";"Kyle of Lochalsh Ferry Terminal";"Kyle of Lochalsh";"";"2016-02-09 15:27:51";"2016-02-09 15:27:51";"Kyle of Lochalsh Ferry Terminal";5727966;-571335;"FER";;"";"";"";"Kyle of Lochalsh";"";"act"
