"id";"tiploc_code";"nalco";"tps_description";"stanox";"crs_code";"description";"geo_lat";"geo_lon";"is_public";"nalco_four";"atcocode";"is_station";"created_at";"updated_at";"latlon";"googlesrs"
12986;"HAWDNBG";"214600";"HAWARDEN BRIDGE";"39005";"HWB";"";53.2180723669521;-3.03271736811451;;"2146";"9100HAWDNBG";t;"2015-03-16 10:43:26.544396";"2015-03-16 10:43:26.544396";"0101000020E61000000D81D052014308C03C1C9ACBE99B4A40";"010100002031BF0D0056EB6936029B14C1D66EEA6DD3CA5A41"
14320;"HAYESAH";"318600";"HAYES & HARLINGTON";"73770";"HAY";"";51.5030939185268;-0.420683502849048;;"3186";"9100HAYESAH";t;"2015-03-16 10:43:27.466141";"2015-03-16 10:43:27.466141";"0101000020E61000003E04AD7F7AECDABFCE71AB6165C04940";"010100002031BF0D00D5610EBFC8DDE6C0060245177D995941"
14701;"HAYLE";"351300";"HAYLE";"85702";"HYL";"";50.1855609006306;-5.41983604851626;;"3513";"9100HAYLE";t;"2015-03-16 10:43:27.757425";"2015-03-16 10:43:27.757425";"0101000020E6100000A13C4880E9AD15C0F7CFA775C0174940";"010100002031BF0D00F69E38C78A6922C110C7087DA2B65841"
21195;"HAYMRKT";"941900";"HAYMARKET EDINBURGH";"4235";"HYM";"";55.9458063238654;-3.21844935762362;;"9419";"9100HAYMRKT";t;"2015-03-16 10:43:34.453734";"2015-03-16 10:43:34.453734";"0101000020E6100000F29A766062BF09C00AAD7E2E10F94B40";"010100002031BF0D00EAF2149310DE15C1372A26B2BCCA5C41"
15956;"HAYS";"505000";"HAYES (KENT)";"88329";"HYS";"";51.3763321513844;0.0105567478847396;;"5050";"9100HAYS";t;"2015-03-16 10:43:28.81696";"2015-03-16 10:43:28.81696";"0101000020E6100000C42A56B7C69E853F8E50E5A62BB04940";"010100002031BF0D00613D11ECAF5C9240A1BBB19C61835941"
13634;"HAZL";"276800";"HAZEL GROVE";"32541";"HAZ";"";53.3775414906757;-2.12201931125948;;"2768";"9100HAZL";t;"2015-03-16 10:43:26.966462";"2015-03-16 10:43:26.966462";"0101000020E610000023B8BA42E5F900C0E9AA914753B04A40";"010100002031BF0D0083489BDFF0D50CC117DBB620D5E75A41"
20363;"HBDNBDG";"852400";"HEBDEN BRIDGE";"18449";"HBD";"";53.737585901138;-2.00905866941698;;"8524";"9100HBDNBDG";t;"2015-03-16 10:43:33.443606";"2015-03-16 10:43:33.443606";"0101000020E61000003021075A8D1200C06FB0FD3669DE4A40";"010100002031BF0D00ADB1BB1AFB4C0BC1B20A5981B9295B41"
16156;"HBRN";"514100";"HOLLINGBOURNE";"89405";"HBN";"";51.2651772052322;0.627848227236426;;"5141";"9100HBRN";t;"2015-03-16 10:43:28.980596";"2015-03-16 10:43:28.980596";"0101000020E6100000F59F5A2A5517E43FF90EA053F1A14940";"010100002031BF0D00FC2D52EB3B10F140AE9D7ECE0B705941"
16434;"HBROOMS";"523500";"HIGH BROOMS";"89372";"HIB";"";51.149403251032;0.277332242847336;;"5235";"9100HBROOMS";t;"2015-03-16 10:43:29.223301";"2015-03-16 10:43:29.223301";"0101000020E6100000F9F549BCCFBFD13F9C8C4EA51F934940";"010100002031BF0D0078F9BEFA1E26DE4094DA5D06F55B5941"
18014;"HBRTBDG";"622100";"HUBBERTS BRIDGE";"44207";"HBB";"";52.975351282431;-0.110528720002411;;"6221";"9100HBRTBDG";t;"2015-03-16 10:43:30.856942";"2015-03-16 10:43:30.856942";"0101000020E610000041D9AD359C4BBCBF8F13924FD87C4A40";"010100002031BF0D0051A5271B0008C8C0B8B809F8E19E5A41"
15569;"HBRY";"457900";"HARTLEBURY";"65961";"HBY";"";52.3344933191413;-2.22111886053363;;"4579";"9100HBRY";t;"2015-03-16 10:43:28.471365";"2015-03-16 10:43:28.471365";"0101000020E6100000722A14F7D9C401C0A03855ADD02A4A40";"010100002031BF0D00C1637A90AE2E0EC1A36A2765082C5A41"
11680;"HCHP";"122100";"HOLMES CHAPEL";"42004";"HCH";"";53.1989294327826;-2.35113973918016;;"1221";"9100HCHP";t;"2015-03-16 10:43:25.806388";"2015-03-16 10:43:25.806388";"0101000020E61000008BD6005A22CF02C0AD01088576994A40";"010100002031BF0D00064AAB6DFDF20FC1232887E559C75A41"
18013;"HCKNGTN";"622000";"HECKINGTON";"44203";"HEC";"";52.9773160914332;-0.293944385870302;;"6220";"9100HCKNGTN";t;"2015-03-16 10:43:30.855561";"2015-03-16 10:43:30.855561";"0101000020E6100000D6F7091DFCCFD2BFB34795B1187D4A40";"010100002031BF0D006F709E516FF4DFC0177A3BC73C9F5A41"
17085;"HCRT";"556100";"HAMPTON COURT";"87181";"HMC";"";51.4025539742359;-0.342747682517164;;"5561";"9100HCRT";t;"2015-03-16 10:43:29.966833";"2015-03-16 10:43:29.966833";"0101000020E61000008339CCF993EFD5BFE81B7DE386B34940";"010100002031BF0D001FC36CEB4FA1E2C0A99E000AF3875941"
11615;"HDNS";"114800";"HEDNESFORD";"65511";"HNF";"";52.710109643116;-2.0017779028427;;"1148";"9100HDNS";t;"2015-03-16 10:43:25.772632";"2015-03-16 10:43:25.772632";"0101000020E6100000D6841422A40300C0F4E06EDFE45A4A40";"010100002031BF0D008FF0B22CA7330BC100165BC2246F5A41"
12217;"HDON";"152200";"HENDON";"63252";"HEN";"";51.5800662659273;-0.238674096611217;;"1522";"9100HDON";t;"2015-03-16 10:43:26.100593";"2015-03-16 10:43:26.100593";"0101000020E6100000957BAC6FDF8CCEBFD6D5849C3FCA4940";"010100002031BF0D0070DDB30C45F2D9C0E59CF753F1A65941"
20270;"HDRSFLD";"843700";"HUDDERSFIELD";"18474";"HUD";"";53.6485007096366;-1.78469016528888;;"8437";"9100HDRSFLD";t;"2015-03-16 10:43:33.337139";"2015-03-16 10:43:33.337139";"0101000020E610000085895646178EFCBF37A93D1202D34A40";"010100002031BF0D00618D4467764008C1EC899C665E195B41"
16373;"HEADCRN";"522000";"HEADCORN";"89323";"HCN";"";51.1657125310237;0.627481778020585;;"5220";"9100HEADCRN";t;"2015-03-16 10:43:29.167127";"2015-03-16 10:43:29.167127";"0101000020E610000026E66DAA5414E43F60A4761136954940";"010100002031BF0D004136703BAF0DF140896E42B7C85E5941"
18053;"HEALING";"628300";"HEALING";"21031";"HLI";"";53.5817972885529;-0.160629881227968;;"6283";"9100HEALING";t;"2015-03-16 10:43:30.894577";"2015-03-16 10:43:30.894577";"0101000020E6100000DE36511B858FC4BF3B9E635578CA4A40";"010100002031BF0D00593D33244F76D1C04F0D820D250D5B41"
15039;"HEATHHL";"384500";"HEATH HIGH LEVEL";"78380";"HHL";"";51.5164287213267;-3.18154135375513;;"3845";"9100HEATHHL";t;"2015-03-16 10:43:28.031178";"2015-03-16 10:43:28.031178";"0101000020E6100000B1FF09F4CB7309C019681A561AC24940";"010100002031BF0D0033D4F540DE9D15C1045CCD5BD19B5941"
15098;"HEATHLL";"390800";"HEATH LOW LEVEL";"78391";"HLL";"";51.515660110898;-3.18196822615045;;"3908";"9100HEATHLL";t;"2015-03-16 10:43:28.078671";"2015-03-16 10:43:28.078671";"0101000020E61000008AD1E1C1AB7409C04E14882601C24940";"010100002031BF0D00E3A0A3549C9E15C1B4AE3EFCAE9B5941"
17557;"HEDGEND";"589300";"HEDGE END";"86201";"HDE";"";50.9323178292109;-1.2945033137089;;"5893";"9100HEDGEND";t;"2015-03-16 10:43:30.408651";"2015-03-16 10:43:30.408651";"0101000020E6100000FA174F1B49B6F4BF22F8CC3056774940";"010100002031BF0D00A8C002993B9701C1732216906C365941"
20334;"HEDNGLY";"849800";"HEADINGLEY";"17103";"HDY";"";53.8179723725286;-1.59418798145162;;"8498";"9100HEDNGLY";t;"2015-03-16 10:43:33.410246";"2015-03-16 10:43:33.410246";"0101000020E6100000E72CC041CB81F9BF5C859651B3E84A40";"010100002031BF0D001AB7F98DC1A905C1BD2B516283385B41"
12031;"HEDSTNL";"143400";"HEADSTONE LANE";"72006";"HDL";"";51.6026472987664;-0.357219793106801;;"1434";"9100HEDSTNL";t;"2015-03-16 10:43:25.997702";"2015-03-16 10:43:25.997702";"0101000020E61000008B2A3868B0DCD6BFBA9CF38B23CD4940";"010100002031BF0D00704FA6D0B06AE3C07DA1DCDAE4AA5941"
13511;"HELIFLD";"265600";"HELLIFIELD";"9527";"HLD";"";54.0108608455555;-2.22784456539177;;"2656";"9100HELIFLD";t;"2015-03-16 10:43:26.882713";"2015-03-16 10:43:26.882713";"0101000020E6100000906EE72BA0D201C0E03B60E363014B40";"010100002031BF0D00228E412E14460EC1F56B7F5E1D5C5B41"
20550;"HELMSDL";"864700";"HELMSDALE";"1016";"HMS";"";58.1174374518419;-3.65868746245231;;"8647";"9100HELMSDL";t;"2015-03-16 10:43:33.669094";"2015-03-16 10:43:33.669094";"0101000020E6100000A824ACEEFD440DC0477EBF30080F4D40";"010100002031BF0D0042EDB2E6CCDB18C18DC3C602B77C5E41"
12993;"HELSBY";"214900";"HELSBY";"38384";"HSB";"";53.2751997469373;-2.77120654627029;;"2149";"9100HELSBY";t;"2015-03-16 10:43:26.548307";"2015-03-16 10:43:26.548307";"0101000020E61000003B8975566E2B06C0497BCCBE39A34A40";"010100002031BF0D00183FDA3425D412C1F225086334D55A41"
11933;"HEMLHMP";"139100";"HEMEL HEMPSTEAD";"71011";"HML";"";51.7423312948301;-0.490773767068105;;"1391";"9100HEMLHMP";t;"2015-03-16 10:43:25.942866";"2015-03-16 10:43:25.942866";"0101000020E6100000F1B3D25FD668DFBFDB0B3DB604DF4940";"010100002031BF0D00A29F70F215ADEAC0D2EF534461C35941"
15158;"HENGOED";"402800";"HENGOED";"78359";"HNG";"";51.6474071308807;-3.22412784241173;;"4028";"9100HENGOED";t;"2015-03-16 10:43:28.126215";"2015-03-16 10:43:28.126215";"0101000020E61000005A40CA8903CB09C0372AA33CDED24940";"010100002031BF0D007A4A2414F1E715C1BFA5DA60BBB25941"
15529;"HENLYIA";"452400";"HENLEY-IN-ARDEN";"66445";"HNL";"";52.2914855005024;-1.78399099478834;;"4524";"9100HENLYIA";t;"2015-03-16 10:43:28.435711";"2015-03-16 10:43:28.435711";"0101000020E610000040972F243A8BFCBF3FF599654F254A40";"010100002031BF0D0005CAC1C0073E08C1FF3BEB9562245A41"
20058;"HENSALL";"812900";"HENSALL";"18005";"HEL";"";53.6985432207779;-1.11451862886152;;"8129";"9100HENSALL";t;"2015-03-16 10:43:33.093817";"2015-03-16 10:43:33.093817";"0101000020E61000004AE35B7C11D5F1BFB30A40DD69D94A40";"010100002031BF0D002E7404573A4AFEC0CE364F5D8D225B41"
14835;"HEREFRD";"360700";"HEREFORD";"76357";"HFD";"";52.061160534518;-2.70821012115706;;"3607";"9100HEREFRD";t;"2015-03-16 10:43:27.864286";"2015-03-16 10:43:27.864286";"0101000020E6100000B38668116AAA05C0C5C7BF1BD4074A40";"010100002031BF0D0041325E49926612C1E6B220E88DFB5941"
15983;"HERNEH";"506600";"HERNE HILL";"87249";"HNH";"";51.4533033415686;-0.102289130694021;;"5066";"9100HERNEH";t;"2015-03-16 10:43:28.83814";"2015-03-16 10:43:28.83814";"0101000020E6100000CF2C11D79E2FBABF329A09D805BA4940";"010100002031BF0D00C69E8C10633DC6C087BC0F3DCC905941"
17155;"HERSHAM";"559000";"HERSHAM";"86003";"HER";"";51.3768103494017;-0.389959214081987;;"5590";"9100HERSHAM";t;"2015-03-16 10:43:30.032325";"2015-03-16 10:43:30.032325";"0101000020E61000004162D07D17F5D8BFC1BC4F523BB04940";"010100002031BF0D00DA8BDFF44132E5C0560EB9EE76835941"
18707;"HERTFDE";"681800";"HERTFORD EAST";"51702";"HFE";"";51.799033180338;-0.0729413859726827;;"6818";"9100HERTFDE";t;"2015-03-16 10:43:31.577709";"2015-03-16 10:43:31.577709";"0101000020E6100000D50F476349ACB2BF3CFC20B846E64940";"010100002031BF0D0037C31246CCB7BFC0B7B1D85457CD5941"
20013;"HESSLE";"806700";"HESSLE";"19195";"HES";"";53.7174364204472;-0.441823142633136;;"8067";"9100HESSLE";t;"2015-03-16 10:43:33.036634";"2015-03-16 10:43:33.036634";"0101000020E6100000B36A0E93D446DCBFD863E5F4D4DB4A40";"010100002031BF0D00406F4DDFF003E8C0985162AE05265B41"
12971;"HESWALL";"213800";"HESWALL";"38033";"HSW";"";53.3297154553499;-3.07370265123242;;"2138";"9100HESWALL";t;"2015-03-16 10:43:26.535832";"2015-03-16 10:43:26.535832";"0101000020E6100000B85F656AF19608C056DBB41D34AA4A40";"010100002031BF0D00F41D520E4CE214C1A6D4B8301FDF5A41"
16753;"HEVER";"541700";"HEVER";"87762";"HEV";"";51.1814094394872;0.0950693652199832;;"5417";"9100HEVER";t;"2015-03-16 10:43:29.502658";"2015-03-16 10:43:29.502658";"0101000020E61000009FA778467756B83F40E4AC6C38974940";"010100002031BF0D0071D1C16289ABC4403AFFCE7981615941"
19755;"HEWORTH";"776600";"HEWORTH";"13156";"HEW";"";54.9515665929699;-1.55576608029821;;"7766";"9100HEWORTH";t;"2015-03-16 10:43:32.736875";"2015-03-16 10:43:32.736875";"0101000020E6100000F4B531F96AE4F8BFCC6222EFCC794B40";"010100002031BF0D0064E0EBB3182405C1E0F40EF6250C5C41"
19555;"HEXHAM";"750600";"HEXHAM";"13316";"HEX";"";54.9734575320199;-2.09479453037313;;"7506";"9100HEXHAM";t;"2015-03-16 10:43:32.513771";"2015-03-16 10:43:32.513771";"0101000020E610000093567EA223C200C00109A4419A7C4B40";"010100002031BF0D0045F2F9AE3B770CC1C3DFB71D4B105C41"
14345;"HEYFORD";"319400";"HEYFORD";"74609";"HYD";"";51.9191886175518;-1.29926996350425;;"3194";"9100HEYFORD";t;"2015-03-16 10:43:27.484617";"2015-03-16 10:43:27.484617";"0101000020E61000005AD01E4DCFC9F4BFC69EFDF8A7F54940";"010100002031BF0D009948E090D0A701C18C72DAB87DE25941"
17838;"HFDN";"608500";"HERTFORD NORTH";"53241";"HFN";"";51.7988550199709;-0.0917885067640834;;"6085";"9100HFDN";t;"2015-03-16 10:43:30.683401";"2015-03-16 10:43:30.683401";"0101000020E6100000444EB39A737FB7BF9E829CE140E64940";"010100002031BF0D007B5F59C7ECF4C3C0FC7860504FCD5941"
18746;"HFLPEVL";"684500";"HATFIELD PEVEREL";"50217";"HAP";"";51.7798626822479;0.592123751000109;;"6845";"9100HFLPEVL";t;"2015-03-16 10:43:31.618512";"2015-03-16 10:43:31.618512";"0101000020E6100000BF5E3782ADF2E23F13D0558AD2E34940";"010100002031BF0D00A92894A1AE17F040F25983D0F8C95941"
14496;"HGHBRDG";"331400";"HIGHBRIDGE & BURNHAM";"81915";"HIG";"";51.2181550840187;-2.97215335426498;;"3314";"9100HGHBRDG";t;"2015-03-16 10:43:27.599151";"2015-03-16 10:43:27.599151";"0101000020E61000004B1E7A56F8C607C081A87B81EC9B4940";"010100002031BF0D00CAA74E64AA3114C101159E7BE1675941"
17770;"HGHI";"600900";"HIGHBURY&ISLINGTON";"54293";"HHY";"";51.5461754632589;-0.103763676842816;;"6009";"9100HGHI";t;"2015-03-16 10:43:30.613879";"2015-03-16 10:43:30.613879";"0101000020E6100000AB778D9E4190BABF8D49DC13E9C54940";"010100002031BF0D00528FB6B7758FC6C009E1321E04A15941"
18922;"HGHMSPK";"691900";"HIGHAMS PARK";"52732";"HIP";"";51.608348493651;-0.000222228314701313;;"6919";"9100HGHMSPK";t;"2015-03-16 10:43:31.806599";"2015-03-16 10:43:31.806599";"0101000020E6100000360012B0BE202DBFA5660A5DDECD4940";"010100002031BF0D00A26E300904BD38C0F5D76752E4AB5941"
19816;"HGHNGTN";"788700";"HEIGHINGTON";"15834";"HEI";"";54.5969588125078;-1.58176504014833;;"7887";"9100HGHNGTN";t;"2015-03-16 10:43:32.804693";"2015-03-16 10:43:32.804693";"0101000020E6100000914AD6DBE84EF9BFD7637825694C4B40";"010100002031BF0D004208083B8A7E05C170D3056D50C95B41"
18803;"HIGHBYA";"686600";"HIGHBURY & ISLINGTON";"52053";"HII";"";51.54608559861;-0.103767413089209;;"6866";"9100HIGHBYA";t;"2015-03-16 10:43:31.679239";"2015-03-16 10:43:31.679239";"0101000020E610000020D29B4D8090BABF5B6C0522E6C54940";"010100002031BF0D00EC9C7BF4AA8FC6C02964B01800A15941"
16308;"HIGM";"520200";"HIGHAM";"88755";"HGM";"";51.4265574135185;0.466277747077176;;"5202";"9100HIGM";t;"2015-03-16 10:43:29.111412";"2015-03-16 10:43:29.111412";"0101000020E61000005123A39E7ED7DD3FD376EE6E99B64940";"010100002031BF0D00B4B4D8A43958E9409727A51E228C5941"
13113;"HILLSID";"223100";"HILLSIDE SOUTHPORT";"36061";"HIL";"";53.622104507438;-3.02471630115283;;"2231";"9100HILLSID";t;"2015-03-16 10:43:26.618424";"2015-03-16 10:43:26.618424";"0101000020E61000003309C9759E3208C0F911D91EA1CF4A40";"010100002031BF0D005C5E8583178D14C1CE24E27287145B41"
17030;"HILSEA";"553900";"HILSEA PORTSMOUTH";"86332";"HLS";"";50.828274887615;-1.05879733470013;;"5539";"9100HILSEA";t;"2015-03-16 10:43:29.918896";"2015-03-16 10:43:29.918896";"0101000020E61000007C105A79D5F0F0BFC73359E9046A4940";"010100002031BF0D003BC3807B8CC6FCC092806C647F245941"
12628;"HINCKLY";"187000";"HINCKLEY";"59318";"HNK";"";52.5349968382633;-1.37192320455899;;"1870";"9100HINCKLY";t;"2015-03-16 10:43:26.335471";"2015-03-16 10:43:26.335471";"0101000020E6100000244503BF65F3F5BFF2E6C1C67A444A40";"010100002031BF0D00A0AD1E578EA402C15DB4EAF7C84F5A41"
13318;"HINDLEY";"239800";"HINDLEY";"35123";"HIN";"";53.5422351330766;-2.57550158873284;;"2398";"9100HINDLEY";t;"2015-03-16 10:43:26.752876";"2015-03-16 10:43:26.752876";"0101000020E61000008D3AB393A09A04C032A7F9F567C54A40";"010100002031BF0D001F26011ABE7F11C1689E255AE7055B41"
17538;"HINTONA";"588000";"HINTON ADMIRAL";"86913";"HNA";"";50.7526383226839;-1.71412650235498;;"5880";"9100HINTONA";t;"2015-03-16 10:43:30.391066";"2015-03-16 10:43:30.391066";"0101000020E6100000E4244DE90F6DFBBF63D2DA7356604940";"010100002031BF0D0027CAE283FD4A07C118B263997D175941"
17842;"HITCHIN";"608600";"HITCHIN";"53221";"HIT";"";51.9532808608604;-0.263480796415789;;"6086";"9100HITCHIN";t;"2015-03-16 10:43:30.687163";"2015-03-16 10:43:30.687163";"0101000020E6100000D3B5EE8EDEDCD0BF2AA6741B05FA4940";"010100002031BF0D00137BEB13A3A4DCC0EFA4189C80E85941"
13267;"HITN";"235600";"HIGHTOWN";"36065";"HTO";"";53.5251041955559;-3.05706786898855;;"2356";"9100HITN";t;"2015-03-16 10:43:26.721392";"2015-03-16 10:43:26.721392";"0101000020E610000077AAB7FFDF7408C0D673419D36C34A40";"010100002031BF0D00A15E38F45CC514C1911B7336C5025B41"
13458;"HITW";"257200";"HALL I' TH' WOOD";"29179";"HID";"";53.5974211351418;-2.41310960851927;;"2572";"9100HITW";t;"2015-03-16 10:43:26.845019";"2015-03-16 10:43:26.845019";"0101000020E61000006E0712690C4E03C0C6AFB64B78CC4A40";"010100002031BF0D00C67E0988486510C18A969B9701105B41"
16651;"HKBG";"536400";"HACKBRIDGE";"87667";"HCB";"";51.3778700977112;-0.153907514338179;;"5364";"9100HKBG";t;"2015-03-16 10:43:29.413574";"2015-03-16 10:43:29.413574";"0101000020E6100000F27658CE3DB3C3BF29E71F0C5EB04940";"010100002031BF0D001853F5FD39BBD0C07F939E2EA6835941"
13755;"HLDG";"286000";"HEALD GREEN";"32529";"HDG";"";53.3694140838987;-2.23666729473706;;"2860";"9100HLDG";t;"2015-03-16 10:43:27.049706";"2015-03-16 10:43:27.049706";"0101000020E61000007F6D97D2B1E401C06B83F0F548AF4A40";"010100002031BF0D000E278950C5640EC1A7CCAE005AE65A41"
16436;"HLDNBRO";"523600";"HILDENBOROUGH";"89356";"HLB";"";51.2144844475159;0.227589937073436;;"5236";"9100HLDNBRO";t;"2015-03-16 10:43:29.225243";"2015-03-16 10:43:29.225243";"0101000020E6100000888650C4AA21CD3F6CCAF339749B4940";"010100002031BF0D0022D1B389CCBDD8407D1CE9653E675941"
22001;"HLFT";"998300";"HILLFOOT";"6303";"HLF";"";55.9200910106218;-4.32027402231465;;"9983";"9100HLFT";t;"2015-03-16 10:43:35.486176";"2015-03-16 10:43:35.486176";"0101000020E61000003166CEE9F54711C06CFBCF8AC5F54B40";"010100002031BF0D00654C27D18A5A1DC1ABAF191DBFC55C41"
20247;"HLFX";"841100";"HALIFAX";"18464";"HFX";"";53.720959096135;-1.85357468520617;;"8411";"9100HLFX";t;"2015-03-16 10:43:33.312136";"2015-03-16 10:43:33.312136";"0101000020E6100000C476DAED3DA8FDBFA7D33D6348DC4A40";"010100002031BF0D0052E2BBEB173009C1417A915AAB265B41"
15521;"HLGN";"452100";"HALL GREEN";"66442";"HLG";"";52.4369077025487;-1.84565082545031;;"4521";"9100HLGN";t;"2015-03-16 10:43:28.427248";"2015-03-16 10:43:28.427248";"0101000020E6100000D04FF228C987FDBF99E87297EC374A40";"010100002031BF0D000878D347871409C15358AE32463E5A41"
16557;"HLMW";"530800";"HOLMWOOD";"87937";"HLM";"";51.1811940107134;-0.320808941521144;;"5308";"9100HLMW";t;"2015-03-16 10:43:29.331424";"2015-03-16 10:43:29.331424";"0101000020E61000008D40063A2288D4BF601F875D31974940";"010100002031BF0D002B1365370970E1C075DF63E977615941"
21490;"HLNGTNE";"967600";"HILLINGTON EAST GLASGOW";"7152";"HLE";"";55.8541810294867;-4.35501010188912;;"9676";"9100HLNGTNE";t;"2015-03-16 10:43:34.823601";"2015-03-16 10:43:34.823601";"0101000020E61000001F74A5C4876B11C02741D1CD55ED4B40";"010100002031BF0D0046C41B07F6961DC1EA1E6D74F8B85C41"
21453;"HLNGTNW";"963000";"HILLINGTON WEST GLASGOW";"7150";"HLW";"";55.8560197024168;-4.37157987621709;;"9630";"9100HLNGTNW";t;"2015-03-16 10:43:34.777953";"2015-03-16 10:43:34.777953";"0101000020E610000007D1606F7F7C11C0504EB90D92ED4B40";"010100002031BF0D00C8A2E12EC8B31DC11D53C69E53B95C41"
21998;"HLNSBRC";"998100";"HELENSBURGH CENTRAL";"6109";"HLC";"";56.0042066556605;-4.73275766757305;;"9981";"9100HLNSBRC";t;"2015-03-16 10:43:35.481634";"2015-03-16 10:43:35.481634";"0101000020E61000005B7AA80658EE12C0623EFCD789004C40";"010100002031BF0D000163E258001420C177402E4815D65C41"
22000;"HLNSBRU";"998200";"HELENSBURGH UPPER";"6108";"HLU";"";56.0123617623682;-4.72980386335775;;"9982";"9100HLNSBRU";t;"2015-03-16 10:43:35.485085";"2015-03-16 10:43:35.485085";"0101000020E6100000C67636B451EB12C0D28BFA1195014C40";"010100002031BF0D00F41A1AB76E1120C1BC19543BABD75C41"
19579;"HLTWHST";"756800";"HALTWHISTLE";"13305";"HWH";"";54.9678475751614;-2.46356491341718;;"7568";"9100HLTWHST";t;"2015-03-16 10:43:32.539927";"2015-03-16 10:43:32.539927";"0101000020E61000005099758561B503C0626AE96DE27B4B40";"010100002031BF0D0062D2B22A0BBD10C1546DD61E3B0F5C41"
13366;"HLYH";"243700";"HOLYHEAD";"40001";"HHD";"";53.3076822272018;-4.63100229080699;;"2437";"9100HLYH";t;"2015-03-16 10:43:26.782957";"2015-03-16 10:43:26.782957";"0101000020E610000050DEEA76258612C033B2972162A74A40";"010100002031BF0D0016E97A4403771FC10EC2B4B51CDB5A41"
17706;"HMBLE";"594700";"HAMBLE";"86222";"HME";"";50.8713728993764;-1.32916202058938;;"5947";"9100HMBLE";t;"2015-03-16 10:43:30.551785";"2015-03-16 10:43:30.551785";"0101000020E6100000434418653F44F5BF9EB8AC25896F4940";"010100002031BF0D005B89501DCD0F02C13DEA8322EB2B5941"
16830;"HMPDNPK";"545000";"HAMPDEN PARK";"88252";"HMD";"";50.7964042354139;0.279355826933082;;"5450";"9100HMPDNPK";t;"2015-03-16 10:43:29.570814";"2015-03-16 10:43:29.570814";"0101000020E6100000D3F92743F7E0D13FD2BFF092F0654940";"010100002031BF0D00A63FDBE56F5EDE409B52C4AC031F5941"
13846;"HMPHRYP";"293700";"HUMPHREY PARK";"33094";"HUP";"";53.4522266841722;-2.3275376563402;;"2937";"9100HMPHRYP";t;"2015-03-16 10:43:27.115602";"2015-03-16 10:43:27.115602";"0101000020E610000065841110CC9E02C0F6726190E2B94A40";"010100002031BF0D0017412274E2A00FC1FA7F466A74F55A41"
11973;"HMPSTDH";"141300";"HAMPSTEAD HEATH";"72418";"HDH";"";51.5552084895852;-0.165705379925164;;"1413";"9100HMPSTDH";t;"2015-03-16 10:43:25.965358";"2015-03-16 10:43:25.965358";"0101000020E6100000F860C679D535C5BF709D601211C74940";"010100002031BF0D00AF51D4438F03D2C0B116F76498A25941"
11346;"HMPTNIA";"103300";"HAMPTON-IN-ARDEN";"69213";"HIA";"";52.4290314767129;-1.69993053643139;;"1033";"9100HMPTNIA";t;"2015-03-16 10:43:25.640744";"2015-03-16 10:43:25.640744";"0101000020E6100000E71CB75CEA32FBBFDFB7E080EA364A40";"010100002031BF0D004C37AE369B1907C1820204AEDE3C5A41"
15939;"HMST";"503700";"HAM STREET & ORLESTONE";"89431";"HMT";"";51.0683768695938;0.854506366797521;;"5037";"9100HMST";t;"2015-03-16 10:43:28.80343";"2015-03-16 10:43:28.80343";"0101000020E6100000F0CF73BC1D58EB3FA75AC192C0884940";"010100002031BF0D00F2DF086B3339F740398D4B6EED4D5941"
17692;"HMWTHY";"594000";"HAMWORTHY";"86951";"HAM";"";50.7251901266493;-2.01935693207977;;"5940";"9100HMWTHY";t;"2015-03-16 10:43:30.538735";"2015-03-16 10:43:30.538735";"0101000020E610000038DE719BA42700C0A1ABB207D35C4940";"010100002031BF0D00C3818448CE700BC1F6EDD08FC6125941"
17156;"HNCHLYW";"559100";"HINCHLEY WOOD";"87185";"HYW";"";51.3749965760784;-0.340524492536602;;"5591";"9100HNCHLYW";t;"2015-03-16 10:43:30.033179";"2015-03-16 10:43:30.033179";"0101000020E610000000A1BB3D27CBD5BF322F47E3FFAF4940";"010100002031BF0D000B76696B6082E2C0B3B6151126835941"
13633;"HNDFRTH";"276700";"HANDFORTH";"32566";"HTH";"";53.3464916069658;-2.21363324994553;;"2767";"9100HNDFRTH";t;"2015-03-16 10:43:26.965873";"2015-03-16 10:43:26.965873";"0101000020E61000007ED56E5985B501C0D82044D659AC4A40";"010100002031BF0D00F286A135A4140EC193D64D1C2DE25A41"
15528;"HNDSHWT";"452300";"THE HAWTHORNS";"65196";"THW";"";52.5053714155688;-1.96400881370937;;"4523";"9100HNDSHWT";t;"2015-03-16 10:43:28.434587";"2015-03-16 10:43:28.434587";"0101000020E610000001007F81946CFFBFC219B302B0404A40";"010100002031BF0D00EDEE3DB043B00AC1157DD6007E4A5A41"
12782;"HNGT";"202700";"HARRINGTON";"10057";"HRR";"";54.6134829574326;-3.56551455815692;;"2027";"9100HNGT";t;"2015-03-16 10:43:26.422324";"2015-03-16 10:43:26.422324";"0101000020E61000002091257F2C860CC0C7690B9C864E4B40";"010100002031BF0D006008640FBD3918C16005CA616ACC5B41"
14226;"HNLYOT";"314600";"HENLEY-ON-THAMES";"74029";"HOT";"";51.5341784054341;-0.900212162022443;;"3146";"9100HNLYOT";t;"2015-03-16 10:43:27.391702";"2015-03-16 10:43:27.391702";"0101000020E61000008E216BBC89CEECBFD1C83EF55FC44940";"010100002031BF0D005C423D8D3277F8C0588E2C4FEB9E5941"
