"id";"atcocode";"common_name";"locality_name";"locality_qualifier";"created_at";"updated_at";"name";"lattitude";"longitude";"transport_type";"osm_id";"sms_code";"indicator";"bearing";"locality";"parent_locality";"status"
52354;"9400ZZDLBPK2";"Beckton Park";"Beckton Park";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Beckton Park";5150871;5487;"tram";;"";"";"";"Beckton Park";"";"act"
52339;"9400ZZDLCAN1";"Canary Wharf DLR Station";"Canary Wharf";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Canary Wharf DLR Station";5150493;-2094;"tram";;"";"";"";"Canary Wharf";"London";"act"
52395;"9400ZZDLCAN2";"Canary Wharf DLR Station";"Canary Wharf";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Canary Wharf DLR Station";5150474;-2090;"tram";;"";"";"";"Canary Wharf";"London";"act"
52344;"9400ZZDLCGT1";"Canning Town";"Canning Town";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Canning Town";5151446;786;"tram";;"";"Platform 1";"";"Canning Town";"";"act"
52359;"9400ZZDLCGT3";"Canning Town";"Canning Town";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Canning Town";5151438;756;"tram";;"";"Platform 3";"";"Canning Town";"";"act"
52336;"9400ZZDLCLA1";"Crossharbour";"Crossharbour";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Crossharbour";5149580;-1453;"tram";;"";"";"";"Crossharbour";"";"act"
52398;"9400ZZDLCLA2";"Crossharbour";"Crossharbour";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Crossharbour";5149537;-1442;"tram";;"";"";"";"Crossharbour";"";"act"
52357;"9400ZZDLCUS1";"Custom House";"Custom House";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Custom House";5150951;2666;"tram";;"";"";"";"Custom House";"";"act"
52333;"9400ZZDLCUT1";"Cutty Sark for Maritime Greenwich";"Greenwich (London)";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Cutty Sark for Maritime Greenwich";5148161;-1065;"tram";;"";"";"";"Greenwich";"";"act"
52391;"9400ZZDLCYP1";"Cyprus";"Cyprus";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Cyprus";5150850;6397;"tram";;"";"";"";"Cyprus";"";"act"
52353;"9400ZZDLCYP2";"Cyprus";"Cyprus";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Cyprus";5150846;6391;"tram";;"";"";"";"Cyprus";"";"act"
52400;"9400ZZDLDEP1";"Deptford Bridge";"Deptford Bridge";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Deptford Bridge";5147431;-2258;"tram";;"";"";"";"Deptford Bridge";"";"act"
52331;"9400ZZDLDEP2";"Deptford Bridge";"Deptford Bridge";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Deptford Bridge";5147428;-2246;"tram";;"";"";"";"Deptford Bridge";"";"act"
52376;"9400ZZDLDEV1";"Devons Road Station";"Devons Road";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Devons Road Station";5152223;-1730;"tram";;"";"";"";"Devons Road";"London";"act"
52367;"9400ZZDLDEV2";"Devons Road Station";"Devons Road";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"Devons Road Station";5152259;-1737;"tram";;"";"";"";"Devons Road";"London";"act"
52343;"9400ZZDLEIN1";"East India";"East India";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"East India";5150991;-171;"tram";;"";"";"";"East India";"";"act"
52371;"9400ZZDLEIN2";"East India";"East India";"Greater London";"2016-02-09 15:27:03";"2016-02-09 15:27:03";"East India";5150964;-149;"tram";;"";"";"";"East India";"";"act"
